dataset,record_index,split
emorynlp,268,train
emorynlp,656,train
emorynlp,230,train
emorynlp,456,train
emorynlp,557,train
emorynlp,114,train
emorynlp,421,train
emorynlp,79,train
emorynlp,477,train
emorynlp,507,train
emorynlp,109,train
emorynlp,496,train
emorynlp,393,train
emorynlp,289,train
emorynlp,17,train
emorynlp,467,train
emorynlp,623,train
emorynlp,147,train
emorynlp,508,train
emorynlp,540,train
emorynlp,469,train
emorynlp,671,train
emorynlp,296,train
emorynlp,678,train
emorynlp,605,train
emorynlp,635,train
emorynlp,368,train
emorynlp,150,train
emorynlp,619,train
emorynlp,61,train
emorynlp,192,train
emorynlp,378,train
emorynlp,685,train
emorynlp,369,train
emorynlp,547,train
emorynlp,375,train
emorynlp,14,train
emorynlp,638,train
emorynlp,20,train
emorynlp,197,train
emorynlp,39,train
emorynlp,615,train
emorynlp,459,train
emorynlp,502,train
emorynlp,215,train
emorynlp,534,train
emorynlp,263,train
emorynlp,608,train
emorynlp,315,train
emorynlp,288,train
emorynlp,343,train
emorynlp,269,train
emorynlp,385,train
emorynlp,102,train
emorynlp,377,train
emorynlp,415,train
emorynlp,113,train
emorynlp,379,train
emorynlp,639,train
emorynlp,55,train
emorynlp,510,train
emorynlp,682,train
emorynlp,651,train
emorynlp,71,train
emorynlp,46,train
emorynlp,187,train
emorynlp,111,train
emorynlp,418,train
emorynlp,65,train
emorynlp,52,train
emorynlp,395,train
emorynlp,355,train
emorynlp,402,train
emorynlp,310,train
emorynlp,184,train
emorynlp,620,train
emorynlp,487,train
emorynlp,115,train
emorynlp,356,train
emorynlp,28,train
emorynlp,428,train
emorynlp,240,train
emorynlp,336,train
emorynlp,253,train
emorynlp,563,train
emorynlp,176,train
emorynlp,384,train
emorynlp,128,train
emorynlp,652,train
emorynlp,186,train
emorynlp,431,train
emorynlp,595,train
emorynlp,231,train
emorynlp,497,train
emorynlp,670,train
emorynlp,464,train
emorynlp,475,train
emorynlp,559,train
emorynlp,161,train
emorynlp,648,train
emorynlp,373,train
emorynlp,603,train
emorynlp,616,train
emorynlp,116,train
emorynlp,167,train
emorynlp,60,train
emorynlp,549,train
emorynlp,91,train
emorynlp,465,train
emorynlp,538,train
emorynlp,304,train
emorynlp,152,train
emorynlp,172,train
emorynlp,574,train
emorynlp,41,train
emorynlp,145,train
emorynlp,541,train
emorynlp,321,train
emorynlp,13,train
emorynlp,312,train
emorynlp,322,train
emorynlp,183,train
emorynlp,18,train
emorynlp,353,train
emorynlp,242,train
emorynlp,618,train
emorynlp,141,train
emorynlp,58,train
emorynlp,650,train
emorynlp,470,train
emorynlp,108,train
emorynlp,455,train
emorynlp,617,train
emorynlp,35,train
emorynlp,485,train
emorynlp,404,train
emorynlp,174,train
emorynlp,90,train
emorynlp,633,train
emorynlp,437,train
emorynlp,286,train
emorynlp,84,train
emorynlp,4,train
emorynlp,511,train
emorynlp,569,train
emorynlp,323,train
emorynlp,512,train
emorynlp,23,train
emorynlp,358,train
emorynlp,675,train
emorynlp,140,train
emorynlp,81,train
emorynlp,572,train
emorynlp,303,train
emorynlp,38,train
emorynlp,148,train
emorynlp,156,train
emorynlp,587,train
emorynlp,492,train
emorynlp,499,train
emorynlp,641,train
emorynlp,8,train
emorynlp,610,train
emorynlp,380,train
emorynlp,696,train
emorynlp,551,train
emorynlp,625,train
emorynlp,518,train
emorynlp,131,train
emorynlp,159,train
emorynlp,293,train
emorynlp,391,train
emorynlp,333,train
emorynlp,264,train
emorynlp,556,train
emorynlp,606,train
emorynlp,488,train
emorynlp,349,train
emorynlp,591,train
emorynlp,528,train
emorynlp,222,train
emorynlp,644,train
emorynlp,516,train
emorynlp,424,train
emorynlp,237,train
emorynlp,306,train
emorynlp,59,train
emorynlp,267,train
emorynlp,85,train
emorynlp,417,train
emorynlp,692,train
emorynlp,302,train
emorynlp,440,train
emorynlp,68,train
emorynlp,684,train
emorynlp,92,train
emorynlp,214,train
emorynlp,604,train
emorynlp,520,train
emorynlp,489,train
emorynlp,514,train
emorynlp,260,train
emorynlp,104,train
emorynlp,578,train
emorynlp,433,train
emorynlp,298,train
emorynlp,100,train
emorynlp,179,train
emorynlp,614,train
emorynlp,170,train
emorynlp,632,train
emorynlp,151,train
emorynlp,89,train
emorynlp,457,train
emorynlp,362,train
emorynlp,344,train
emorynlp,693,train
emorynlp,154,train
emorynlp,567,train
emorynlp,596,train
emorynlp,217,train
emorynlp,122,train
emorynlp,426,train
emorynlp,524,train
emorynlp,612,train
emorynlp,227,train
emorynlp,691,train
emorynlp,103,train
emorynlp,287,train
emorynlp,334,train
emorynlp,204,train
emorynlp,463,train
emorynlp,314,train
emorynlp,399,train
emorynlp,624,train
emorynlp,70,train
emorynlp,490,train
emorynlp,482,train
emorynlp,383,train
emorynlp,243,train
emorynlp,146,train
emorynlp,525,train
emorynlp,365,train
emorynlp,609,train
emorynlp,649,train
emorynlp,199,train
emorynlp,25,train
emorynlp,679,train
emorynlp,223,train
emorynlp,51,train
emorynlp,425,train
emorynlp,185,train
emorynlp,5,train
emorynlp,382,train
emorynlp,69,train
emorynlp,527,train
emorynlp,662,train
emorynlp,366,train
emorynlp,613,train
emorynlp,629,train
emorynlp,212,train
emorynlp,117,train
emorynlp,228,train
emorynlp,224,train
emorynlp,476,train
emorynlp,67,train
emorynlp,137,train
emorynlp,235,train
emorynlp,389,train
emorynlp,594,train
emorynlp,403,train
emorynlp,664,train
emorynlp,206,train
emorynlp,588,train
emorynlp,178,train
emorynlp,621,train
emorynlp,449,train
emorynlp,191,train
emorynlp,665,train
emorynlp,548,train
emorynlp,326,train
emorynlp,388,train
emorynlp,412,train
emorynlp,177,train
emorynlp,82,train
emorynlp,579,train
emorynlp,50,train
emorynlp,282,train
emorynlp,232,train
emorynlp,295,train
emorynlp,276,val
emorynlp,663,val
emorynlp,493,val
emorynlp,530,val
emorynlp,546,val
emorynlp,503,val
emorynlp,54,val
emorynlp,430,val
emorynlp,319,val
emorynlp,423,val
emorynlp,144,val
emorynlp,31,val
emorynlp,673,val
emorynlp,300,val
emorynlp,316,val
emorynlp,24,val
emorynlp,95,val
emorynlp,279,val
emorynlp,163,val
emorynlp,98,val
emorynlp,341,val
emorynlp,584,val
emorynlp,658,val
emorynlp,132,val
emorynlp,129,val
emorynlp,394,val
emorynlp,401,val
emorynlp,472,val
emorynlp,283,val
emorynlp,195,val
emorynlp,164,val
emorynlp,281,val
emorynlp,173,val
emorynlp,689,val
emorynlp,407,val
emorynlp,690,val
emorynlp,406,val
emorynlp,626,val
emorynlp,422,val
emorynlp,202,val
emorynlp,688,val
emorynlp,654,val
emorynlp,290,val
emorynlp,535,val
emorynlp,198,val
emorynlp,181,val
emorynlp,49,val
emorynlp,576,val
emorynlp,694,val
emorynlp,529,val
emorynlp,200,val
emorynlp,130,val
emorynlp,332,val
emorynlp,75,val
emorynlp,669,val
emorynlp,182,val
emorynlp,562,val
emorynlp,386,val
emorynlp,599,val
emorynlp,135,val
emorynlp,436,val
emorynlp,568,val
emorynlp,536,val
emorynlp,166,val
emorynlp,513,val
emorynlp,354,val
emorynlp,249,val
emorynlp,374,val
emorynlp,142,val
emorynlp,294,val
emorynlp,277,val
emorynlp,672,val
emorynlp,491,val
emorynlp,265,val
emorynlp,238,val
emorynlp,94,val
emorynlp,444,val
emorynlp,158,val
emorynlp,397,val
emorynlp,211,val
emorynlp,686,val
emorynlp,555,val
emorynlp,522,val
emorynlp,350,val
emorynlp,458,val
emorynlp,396,val
emorynlp,478,val
emorynlp,308,val
emorynlp,138,val
emorynlp,101,val
emorynlp,571,val
emorynlp,9,val
emorynlp,44,val
emorynlp,201,val
emorynlp,339,val
emorynlp,442,val
emorynlp,445,val
emorynlp,359,val
emorynlp,233,val
emorynlp,376,val
emorynlp,16,val
emorynlp,345,val
emorynlp,409,val
emorynlp,695,val
emorynlp,218,val
emorynlp,196,val
emorynlp,335,val
emorynlp,509,val
emorynlp,494,val
emorynlp,262,val
emorynlp,351,val
emorynlp,451,val
emorynlp,205,val
emorynlp,367,val
emorynlp,352,val
emorynlp,143,val
emorynlp,523,val
emorynlp,225,val
emorynlp,577,val
emorynlp,86,val
emorynlp,419,val
emorynlp,280,val
emorynlp,435,val
emorynlp,697,val
emorynlp,168,val
emorynlp,474,val
emorynlp,112,val
emorynlp,342,val
emorynlp,592,val
emorynlp,120,val
emorynlp,348,val
emorynlp,580,val
emorynlp,347,val
emorynlp,72,val
emorynlp,564,val
emorynlp,261,val
emorynlp,681,val
emorynlp,127,val
emorynlp,256,val
emorynlp,207,test
emorynlp,486,test
emorynlp,328,test
emorynlp,381,test
emorynlp,607,test
emorynlp,495,test
emorynlp,331,test
emorynlp,1,test
emorynlp,6,test
emorynlp,299,test
emorynlp,29,test
emorynlp,471,test
emorynlp,32,test
emorynlp,96,test
emorynlp,57,test
emorynlp,2,test
emorynlp,364,test
emorynlp,338,test
emorynlp,468,test
emorynlp,416,test
emorynlp,392,test
emorynlp,586,test
emorynlp,284,test
emorynlp,12,test
emorynlp,216,test
emorynlp,405,test
emorynlp,531,test
emorynlp,48,test
emorynlp,329,test
emorynlp,668,test
emorynlp,37,test
emorynlp,585,test
emorynlp,657,test
emorynlp,453,test
emorynlp,275,test
emorynlp,589,test
emorynlp,208,test
emorynlp,655,test
emorynlp,674,test
emorynlp,309,test
emorynlp,171,test
emorynlp,22,test
emorynlp,483,test
emorynlp,26,test
emorynlp,371,test
emorynlp,532,test
emorynlp,466,test
emorynlp,542,test
emorynlp,110,test
emorynlp,160,test
emorynlp,390,test
emorynlp,226,test
emorynlp,301,test
emorynlp,7,test
emorynlp,11,test
emorynlp,252,test
emorynlp,73,test
emorynlp,554,test
emorynlp,447,test
emorynlp,33,test
emorynlp,411,test
emorynlp,236,test
emorynlp,274,test
emorynlp,106,test
emorynlp,292,test
emorynlp,155,test
emorynlp,340,test
emorynlp,450,test
emorynlp,506,test
emorynlp,251,test
emorynlp,157,test
emorynlp,10,test
emorynlp,561,test
emorynlp,597,test
emorynlp,539,test
emorynlp,637,test
emorynlp,30,test
emorynlp,169,test
emorynlp,229,test
emorynlp,438,test
emorynlp,250,test
emorynlp,484,test
emorynlp,118,test
emorynlp,647,test
emorynlp,36,test
emorynlp,360,test
emorynlp,676,test
emorynlp,515,test
emorynlp,461,test
emorynlp,3,test
emorynlp,77,test
emorynlp,683,test
emorynlp,239,test
emorynlp,537,test
emorynlp,659,test
emorynlp,363,test
emorynlp,213,test
emorynlp,611,test
emorynlp,646,test
emorynlp,432,test
emorynlp,93,test
emorynlp,552,test
emorynlp,246,test
emorynlp,526,test
emorynlp,346,test
emorynlp,83,test
emorynlp,653,test
emorynlp,441,test
emorynlp,519,test
emorynlp,327,test
emorynlp,53,test
emorynlp,521,test
emorynlp,642,test
emorynlp,305,test
emorynlp,325,test
emorynlp,27,test
emorynlp,64,test
emorynlp,565,test
emorynlp,410,test
emorynlp,149,test
emorynlp,74,test
emorynlp,272,test
emorynlp,56,test
emorynlp,134,test
emorynlp,271,test
emorynlp,590,test
emorynlp,473,test
emorynlp,500,test
emorynlp,105,test
emorynlp,627,test
emorynlp,254,test
emorynlp,21,test
emorynlp,357,test
emorynlp,266,test
emorynlp,291,test
emorynlp,582,test
emorynlp,45,test
emorynlp,622,test
emorynlp,133,test
emorynlp,462,test
finqa,1086,train
finqa,495,train
finqa,232,train
finqa,776,train
finqa,74,train
finqa,462,train
finqa,564,train
finqa,322,train
finqa,63,train
finqa,704,train
finqa,134,train
finqa,239,train
finqa,435,train
finqa,1110,train
finqa,332,train
finqa,705,train
finqa,637,train
finqa,956,train
finqa,45,train
finqa,53,train
finqa,671,train
finqa,1126,train
finqa,961,train
finqa,706,train
finqa,638,train
finqa,75,train
finqa,900,train
finqa,613,train
finqa,416,train
finqa,917,train
finqa,357,train
finqa,10,train
finqa,830,train
finqa,1041,train
finqa,725,train
finqa,446,train
finqa,886,train
finqa,1133,train
finqa,115,train
finqa,777,train
finqa,1068,train
finqa,960,train
finqa,647,train
finqa,1012,train
finqa,824,train
finqa,12,train
finqa,552,train
finqa,458,train
finqa,601,train
finqa,838,train
finqa,341,train
finqa,368,train
finqa,122,train
finqa,760,train
finqa,619,train
finqa,469,train
finqa,744,train
finqa,905,train
finqa,788,train
finqa,474,train
finqa,842,train
finqa,454,train
finqa,1045,train
finqa,803,train
finqa,190,train
finqa,453,train
finqa,592,train
finqa,429,train
finqa,740,train
finqa,388,train
finqa,175,train
finqa,909,train
finqa,681,train
finqa,450,train
finqa,786,train
finqa,655,train
finqa,711,train
finqa,985,train
finqa,85,train
finqa,1129,train
finqa,910,train
finqa,894,train
finqa,384,train
finqa,295,train
finqa,713,train
finqa,1073,train
finqa,464,train
finqa,378,train
finqa,164,train
finqa,1128,train
finqa,206,train
finqa,867,train
finqa,855,train
finqa,1111,train
finqa,228,train
finqa,1046,train
finqa,709,train
finqa,73,train
finqa,178,train
finqa,1139,train
finqa,387,train
finqa,331,train
finqa,608,train
finqa,871,train
finqa,734,train
finqa,614,train
finqa,821,train
finqa,656,train
finqa,520,train
finqa,403,train
finqa,1023,train
finqa,720,train
finqa,44,train
finqa,572,train
finqa,866,train
finqa,1004,train
finqa,321,train
finqa,410,train
finqa,992,train
finqa,1143,train
finqa,56,train
finqa,412,train
finqa,343,train
finqa,240,train
finqa,1064,train
finqa,371,train
finqa,13,train
finqa,701,train
finqa,540,train
finqa,698,train
finqa,267,train
finqa,277,train
finqa,307,train
finqa,24,train
finqa,571,train
finqa,903,train
finqa,1021,train
finqa,728,train
finqa,154,train
finqa,541,train
finqa,884,train
finqa,220,train
finqa,880,train
finqa,1136,train
finqa,1109,train
finqa,100,train
finqa,975,train
finqa,680,train
finqa,915,train
finqa,489,train
finqa,109,train
finqa,329,train
finqa,38,train
finqa,932,train
finqa,77,train
finqa,549,train
finqa,424,train
finqa,186,train
finqa,997,train
finqa,1072,train
finqa,222,train
finqa,872,train
finqa,116,train
finqa,829,train
finqa,757,train
finqa,379,train
finqa,994,train
finqa,667,train
finqa,596,train
finqa,1140,train
finqa,661,train
finqa,816,train
finqa,224,train
finqa,171,train
finqa,486,train
finqa,672,train
finqa,574,train
finqa,789,train
finqa,950,train
finqa,1033,train
finqa,579,train
finqa,858,train
finqa,282,train
finqa,1113,train
finqa,1022,train
finqa,512,train
finqa,408,train
finqa,177,train
finqa,835,train
finqa,58,train
finqa,822,train
finqa,493,train
finqa,939,train
finqa,306,train
finqa,299,train
finqa,427,train
finqa,999,train
finqa,813,train
finqa,42,train
finqa,133,train
finqa,869,train
finqa,124,train
finqa,902,train
finqa,1,train
finqa,815,train
finqa,922,train
finqa,1047,train
finqa,779,train
finqa,523,train
finqa,719,train
finqa,763,train
finqa,471,train
finqa,216,train
finqa,1016,train
finqa,652,train
finqa,98,train
finqa,491,train
finqa,1035,train
finqa,1034,train
finqa,60,train
finqa,758,train
finqa,529,train
finqa,953,train
finqa,669,train
finqa,505,train
finqa,312,train
finqa,892,train
finqa,274,train
finqa,548,train
finqa,285,train
finqa,120,train
finqa,797,train
finqa,509,train
finqa,413,train
finqa,557,train
finqa,35,train
finqa,958,train
finqa,266,train
finqa,316,train
finqa,679,train
finqa,456,train
finqa,1036,train
finqa,1056,train
finqa,421,train
finqa,846,train
finqa,581,train
finqa,141,train
finqa,80,train
finqa,372,train
finqa,113,train
finqa,442,train
finqa,189,train
finqa,584,train
finqa,968,train
finqa,591,train
finqa,390,train
finqa,796,train
finqa,626,train
finqa,366,train
finqa,687,train
finqa,207,train
finqa,559,train
finqa,411,train
finqa,1079,train
finqa,480,train
finqa,1107,train
finqa,257,train
finqa,139,train
finqa,1006,train
finqa,840,train
finqa,256,train
finqa,611,train
finqa,82,train
finqa,911,train
finqa,308,train
finqa,635,train
finqa,575,train
finqa,473,train
finqa,183,train
finqa,185,train
finqa,152,train
finqa,962,train
finqa,94,train
finqa,586,train
finqa,163,train
finqa,1145,train
finqa,954,train
finqa,323,train
finqa,6,train
finqa,978,train
finqa,487,train
finqa,248,train
finqa,898,train
finqa,47,train
finqa,72,train
finqa,761,train
finqa,121,train
finqa,1061,train
finqa,33,train
finqa,853,train
finqa,688,train
finqa,226,train
finqa,392,train
finqa,125,train
finqa,1024,train
finqa,313,train
finqa,140,train
finqa,759,train
finqa,108,train
finqa,1053,train
finqa,39,train
finqa,50,train
finqa,641,train
finqa,918,train
finqa,516,train
finqa,772,train
finqa,792,train
finqa,7,train
finqa,643,train
finqa,708,train
finqa,649,train
finqa,1007,train
finqa,298,train
finqa,639,train
finqa,640,train
finqa,747,train
finqa,170,train
finqa,784,train
finqa,184,train
finqa,382,train
finqa,969,train
finqa,674,train
finqa,65,train
finqa,595,train
finqa,1117,train
finqa,949,train
finqa,919,train
finqa,717,train
finqa,479,train
finqa,756,train
finqa,561,train
finqa,854,train
finqa,155,train
finqa,533,train
finqa,465,train
finqa,521,train
finqa,906,train
finqa,794,train
finqa,16,train
finqa,925,train
finqa,833,train
finqa,326,train
finqa,1135,train
finqa,896,train
finqa,646,train
finqa,532,train
finqa,535,train
finqa,376,train
finqa,490,train
finqa,181,train
finqa,771,train
finqa,660,train
finqa,942,train
finqa,921,train
finqa,753,train
finqa,250,train
finqa,621,train
finqa,272,train
finqa,162,train
finqa,923,train
finqa,261,train
finqa,439,train
finqa,888,train
finqa,434,train
finqa,1083,train
finqa,773,train
finqa,1001,train
finqa,580,train
finqa,492,train
finqa,678,train
finqa,593,train
finqa,166,train
finqa,311,train
finqa,627,train
finqa,127,train
finqa,605,train
finqa,690,train
finqa,878,train
finqa,208,train
finqa,1005,train
finqa,425,train
finqa,560,train
finqa,952,train
finqa,623,train
finqa,633,train
finqa,692,train
finqa,327,train
finqa,718,train
finqa,934,train
finqa,517,train
finqa,732,train
finqa,48,train
finqa,989,train
finqa,702,train
finqa,1087,train
finqa,156,train
finqa,536,train
finqa,70,train
finqa,881,train
finqa,361,train
finqa,1116,train
finqa,1025,train
finqa,700,train
finqa,344,train
finqa,161,train
finqa,28,train
finqa,66,train
finqa,287,train
finqa,1069,train
finqa,996,train
finqa,289,train
finqa,650,train
finqa,1029,train
finqa,126,train
finqa,258,train
finqa,105,train
finqa,422,train
finqa,528,train
finqa,510,train
finqa,817,train
finqa,1002,train
finqa,88,train
finqa,485,train
finqa,632,train
finqa,697,train
finqa,628,train
finqa,916,train
finqa,806,train
finqa,812,train
finqa,550,train
finqa,848,train
finqa,223,train
finqa,167,train
finqa,43,train
finqa,229,train
finqa,653,train
finqa,1020,train
finqa,145,train
finqa,729,train
finqa,18,train
finqa,451,train
finqa,374,train
finqa,955,train
finqa,87,train
finqa,278,train
finqa,590,train
finqa,839,train
finqa,293,train
finqa,46,train
finqa,123,train
finqa,769,train
finqa,89,train
finqa,84,train
finqa,150,train
finqa,271,train
finqa,524,train
finqa,577,train
finqa,504,train
finqa,215,train
finqa,238,train
finqa,205,train
finqa,675,train
finqa,920,train
finqa,795,train
finqa,963,train
finqa,1092,train
finqa,767,train
finqa,893,train
finqa,381,train
finqa,877,train
finqa,1030,train
finqa,827,train
finqa,342,train
finqa,30,train
finqa,118,train
finqa,414,train
finqa,363,train
finqa,1051,train
finqa,180,train
finqa,1040,train
finqa,1052,train
finqa,21,train
finqa,945,train
finqa,984,train
finqa,762,train
finqa,703,train
finqa,545,train
finqa,383,train
finqa,233,train
finqa,722,train
finqa,328,train
finqa,723,train
finqa,79,train
finqa,242,train
finqa,1044,train
finqa,192,train
finqa,496,train
finqa,790,train
finqa,234,train
finqa,476,train
finqa,599,train
finqa,68,train
finqa,237,train
finqa,691,train
finqa,644,train
finqa,36,train
finqa,715,train
finqa,131,train
finqa,1048,train
finqa,598,train
finqa,764,train
finqa,585,train
finqa,385,train
finqa,315,train
finqa,845,train
finqa,1122,train
finqa,895,train
finqa,820,train
finqa,594,train
finqa,67,train
finqa,987,train
finqa,751,train
finqa,1042,train
finqa,300,train
finqa,1065,train
finqa,1050,train
finqa,428,train
finqa,514,train
finqa,1105,train
finqa,83,train
finqa,389,train
finqa,358,train
finqa,602,train
finqa,696,train
finqa,253,train
finqa,864,train
finqa,265,train
finqa,217,train
finqa,1121,train
finqa,136,train
finqa,147,train
finqa,859,train
finqa,279,train
finqa,179,train
finqa,114,train
finqa,291,train
finqa,937,train
finqa,314,train
finqa,609,train
finqa,104,train
finqa,1060,train
finqa,260,train
finqa,193,train
finqa,742,train
finqa,364,train
finqa,1018,train
finqa,34,train
finqa,398,train
finqa,106,train
finqa,11,train
finqa,199,train
finqa,391,train
finqa,1008,train
finqa,477,train
finqa,929,train
finqa,677,train
finqa,351,train
finqa,481,train
finqa,568,train
finqa,14,train
finqa,433,train
finqa,478,train
finqa,808,train
finqa,1011,train
finqa,1062,train
finqa,578,train
finqa,933,train
finqa,810,train
finqa,515,train
finqa,1010,train
finqa,807,train
finqa,409,train
finqa,501,train
finqa,959,train
finqa,71,train
finqa,1074,train
finqa,283,train
finqa,832,train
finqa,974,train
finqa,254,train
finqa,1031,train
finqa,318,train
finqa,86,train
finqa,547,train
finqa,255,train
finqa,168,train
finqa,770,train
finqa,117,train
finqa,752,train
finqa,936,train
finqa,406,train
finqa,1101,train
finqa,543,train
finqa,525,train
finqa,377,train
finqa,755,train
finqa,791,train
finqa,76,train
finqa,566,train
finqa,554,train
finqa,497,train
finqa,995,train
finqa,851,train
finqa,221,train
finqa,324,train
finqa,1049,train
finqa,17,train
finqa,606,train
finqa,546,train
finqa,818,train
finqa,99,train
finqa,197,train
finqa,684,train
finqa,415,train
finqa,1082,train
finqa,158,train
finqa,645,train
finqa,1146,train
finqa,64,train
finqa,320,train
finqa,804,train
finqa,1106,train
finqa,144,train
finqa,142,train
finqa,19,train
finqa,1019,train
finqa,107,train
finqa,1077,train
finqa,466,train
finqa,610,train
finqa,629,train
finqa,736,train
finqa,288,train
finqa,673,train
finqa,948,train
finqa,1127,train
finqa,62,train
finqa,781,train
finqa,137,train
finqa,55,train
finqa,721,train
finqa,607,train
finqa,452,train
finqa,662,train
finqa,785,train
finqa,269,train
finqa,1039,train
finqa,59,train
finqa,865,train
finqa,340,train
finqa,468,train
finqa,850,train
finqa,61,train
finqa,275,train
finqa,1119,train
finqa,860,train
finqa,475,train
finqa,1066,train
finqa,110,train
finqa,731,train
finqa,670,train
finqa,182,train
finqa,648,train
finqa,339,train
finqa,252,train
finqa,778,train
finqa,612,train
finqa,160,train
finqa,617,val
finqa,111,val
finqa,1095,val
finqa,636,val
finqa,202,val
finqa,482,val
finqa,499,val
finqa,971,val
finqa,986,val
finqa,337,val
finqa,766,val
finqa,402,val
finqa,1078,val
finqa,362,val
finqa,537,val
finqa,982,val
finqa,847,val
finqa,981,val
finqa,534,val
finqa,297,val
finqa,879,val
finqa,380,val
finqa,555,val
finqa,686,val
finqa,355,val
finqa,303,val
finqa,370,val
finqa,90,val
finqa,41,val
finqa,1043,val
finqa,1009,val
finqa,1137,val
finqa,347,val
finqa,213,val
finqa,296,val
finqa,459,val
finqa,522,val
finqa,730,val
finqa,231,val
finqa,1059,val
finqa,765,val
finqa,1000,val
finqa,1028,val
finqa,563,val
finqa,249,val
finqa,1037,val
finqa,483,val
finqa,1071,val
finqa,565,val
finqa,874,val
finqa,353,val
finqa,616,val
finqa,438,val
finqa,96,val
finqa,57,val
finqa,153,val
finqa,597,val
finqa,811,val
finqa,420,val
finqa,857,val
finqa,749,val
finqa,622,val
finqa,1094,val
finqa,558,val
finqa,1147,val
finqa,1120,val
finqa,472,val
finqa,1097,val
finqa,51,val
finqa,899,val
finqa,128,val
finqa,386,val
finqa,286,val
finqa,246,val
finqa,367,val
finqa,885,val
finqa,683,val
finqa,23,val
finqa,983,val
finqa,828,val
finqa,714,val
finqa,138,val
finqa,49,val
finqa,365,val
finqa,1114,val
finqa,695,val
finqa,834,val
finqa,657,val
finqa,405,val
finqa,20,val
finqa,940,val
finqa,1138,val
finqa,998,val
finqa,620,val
finqa,264,val
finqa,739,val
finqa,103,val
finqa,1134,val
finqa,685,val
finqa,973,val
finqa,930,val
finqa,526,val
finqa,26,val
finqa,1084,val
finqa,284,val
finqa,926,val
finqa,863,val
finqa,746,val
finqa,132,val
finqa,600,val
finqa,498,val
finqa,634,val
finqa,394,val
finqa,531,val
finqa,527,val
finqa,544,val
finqa,1125,val
finqa,754,val
finqa,281,val
finqa,876,val
finqa,95,val
finqa,81,val
finqa,904,val
finqa,334,val
finqa,37,val
finqa,676,val
finqa,836,val
finqa,689,val
finqa,889,val
finqa,801,val
finqa,694,val
finqa,743,val
finqa,194,val
finqa,27,val
finqa,461,val
finqa,146,val
finqa,176,val
finqa,883,val
finqa,707,val
finqa,1085,val
finqa,562,val
finqa,993,val
finqa,814,val
finqa,356,val
finqa,1098,val
finqa,437,val
finqa,538,val
finqa,1055,val
finqa,556,val
finqa,211,val
finqa,882,val
finqa,1027,val
finqa,943,val
finqa,1099,val
finqa,119,val
finqa,494,val
finqa,305,val
finqa,354,val
finqa,530,val
finqa,101,val
finqa,52,val
finqa,268,val
finqa,191,val
finqa,470,val
finqa,440,val
finqa,436,val
finqa,346,val
finqa,809,val
finqa,102,val
finqa,1131,val
finqa,890,val
finqa,9,val
finqa,519,val
finqa,302,val
